stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\kubac\Documents\GitHub\AI\projekt_strzelanka2d\strzelanka\strzelanka_2d\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.17331] added dtor for sub_bitmap 000002338B90A7C0, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17345] added dtor for sub_bitmap 000002338B909080, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17365] added dtor for sub_bitmap 000002338B90B360, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17404] added dtor for sub_bitmap 000002338B90C6C0, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17425] added dtor for sub_bitmap 000002338B90BD10, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17482] added dtor for sub_bitmap 000002338B90BB20, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17507] added dtor for sub_bitmap 000002338B914AA0, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17514] added dtor for sub_bitmap 000002338B911650, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17521] added dtor for sub_bitmap 000002338B90FD20, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17526] added dtor for sub_bitmap 000002338B911C20, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17531] added dtor for sub_bitmap 000002338B90E3F0, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17537] added dtor for sub_bitmap 000002338B90D850, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17543] added dtor for sub_bitmap 000002338B9146C0, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17550] added dtor for sub_bitmap 000002338B9123E0, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17554] added dtor for sub_bitmap 000002338B913930, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17559] added dtor for sub_bitmap 000002338B90EF90, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17566] added dtor for sub_bitmap 000002338B90DE20, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17572] added dtor for sub_bitmap 000002338B90F370, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17578] added dtor for sub_bitmap 000002338B910AB0, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17583] added dtor for sub_bitmap 000002338B913170, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17590] added dtor for sub_bitmap 000002338B911460, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17595] added dtor for sub_bitmap 000002338B90FF10, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17599] added dtor for sub_bitmap 000002338B911840, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17604] added dtor for sub_bitmap 000002338B913740, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17608] added dtor for sub_bitmap 000002338B90F180, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17612] added dtor for sub_bitmap 000002338B913360, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17617] added dtor for sub_bitmap 000002338B90EDA0, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17621] added dtor for sub_bitmap 000002338B90E010, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17626] added dtor for sub_bitmap 000002338B913F00, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17630] added dtor for sub_bitmap 000002338B913B20, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17634] added dtor for sub_bitmap 000002338B90F560, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17638] added dtor for sub_bitmap 000002338B90D090, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17644] added dtor for sub_bitmap 000002338B90D280, func 00007FFA2C771190
dtor     D               dtor.c:196  _al_register_destructor          [   0.17651] added dtor for sub_bitmap 000002338B911270, func 00007FFA2C771190
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.17657] removed dtor for bitmap 000002338B2A5EA0
dtor     D               dtor.c:196  _al_register_destructor          [   0.17665] added dtor for font 000002338B134200, func 00007FFAB337129E
dtor     D               dtor.c:227  _al_unregister_destructor        [   0.17670] removed dtor for bitmap 000002338B28C180
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.17678] opening assets/background.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.17710] opening assets/background.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17739] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17745] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17750] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17755] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17761] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17765] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17769] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17774] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.17779] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.17784] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.17789] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.17795] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.17800] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.17876] added dtor for bitmap 000002338B90E200, func 00007FFA2C771190
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.18436] opening assets/player.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.18474] opening assets/player.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18499] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18505] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18509] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18512] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18519] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18524] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18527] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18531] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.18537] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.18541] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.18548] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.18553] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.18558] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.18626] added dtor for bitmap 000002338B9140F0, func 00007FFA2C771190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.25445] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.25463] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.25545] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.25562] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.25664] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.25681] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   2.12064] opening assets/bullet.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   2.12103] opening assets/bullet.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12124] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12131] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12137] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12143] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12148] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12154] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12160] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12166] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   2.12171] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   2.12176] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   2.12183] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   2.12189] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   2.12194] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   2.12224] added dtor for bitmap 000002338B90D470, func 00007FFA2C771190
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.12269] removed dtor for bitmap 000002338B90D470
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.40766] opening assets/zombie.png rb
stdio    D         file_stdio.c:107  file_stdio_fopen                 [   3.40799] opening assets/zombie.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40819] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40825] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40831] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40837] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40841] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40846] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40850] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40855] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   3.40860] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   3.40866] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   3.40871] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   3.40875] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   3.40880] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.40952] added dtor for bitmap 000002338B9142E0, func 00007FFA2C771190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.41485] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.41498] _al_d3d_sync_bitmap (video) ref count == 1
